#---it--------t----------dt-------rhomax--------rhom----------urms-----umax-----ruy2m------jmax------jrms------brms------amax-----Azmid_max-----Azmid_ymax-------azpt----------azp2-----
 390000     4.15721    1.065E-05  0.0057  1.001561907810346  0.02498  0.28560  0.000404 3.059E+02 1.494E+01 4.959E-01 1.584E-01  3.144260E-02  1.583672E-01  5.658577E-04  5.658577E-04
 395000     4.21048    1.066E-05  0.0057  1.001561909706777  0.02518  0.28474  0.000400 3.056E+02 1.492E+01 4.951E-01 1.584E-01  3.184989E-02  1.583575E-01  5.642905E-04  5.642905E-04
 400000     4.26376    1.066E-05  0.0057  1.001561908424732  0.02541  0.28398  0.000397 3.054E+02 1.489E+01 4.943E-01 1.583E-01  3.225688E-02  1.583478E-01  5.627552E-04  5.627552E-04
 405000     4.31703    1.066E-05  0.0057  1.001561910881089  0.02565  0.28293  0.000393 3.051E+02 1.486E+01 4.935E-01 1.583E-01  3.266352E-02  1.583380E-01  5.612718E-04  5.612718E-04
 410000     4.37031    1.066E-05  0.0057  1.001561910445881  0.02590  0.28211  0.000390 3.048E+02 1.483E+01 4.927E-01 1.583E-01  3.306975E-02  1.583284E-01  5.598361E-04  5.598361E-04
 415000     4.42360    1.066E-05  0.0057  1.001561911975653  0.02615  0.28109  0.000387 3.045E+02 1.480E+01 4.918E-01 1.583E-01  3.347563E-02  1.583187E-01  5.584536E-04  5.584536E-04
 420000     4.47688    1.066E-05  0.0057  1.001561913118646  0.02639  0.28027  0.000384 3.042E+02 1.477E+01 4.910E-01 1.583E-01  3.388118E-02  1.583089E-01  5.571171E-04  5.571171E-04
 425000     4.53016    1.066E-05  0.0057  1.001561914044131  0.02662  0.27933  0.000381 3.039E+02 1.474E+01 4.902E-01 1.583E-01  3.428632E-02  1.582993E-01  5.558341E-04  5.558341E-04
 430000     4.58345    1.066E-05  0.0056  1.001561915906572  0.02683  0.27859  0.000378 3.036E+02 1.470E+01 4.894E-01 1.583E-01  3.469104E-02  1.582896E-01  5.546217E-04  5.546217E-04
 435000     4.63674    1.066E-05  0.0056  1.001561918950794  0.02702  0.27777  0.000376 3.033E+02 1.467E+01 4.886E-01 1.583E-01  3.509543E-02  1.582799E-01  5.534627E-04  5.534627E-04
 440000     4.69002    1.066E-05  0.0056  1.001561919054001  0.02718  0.27715  0.000373 3.030E+02 1.464E+01 4.878E-01 1.583E-01  3.549951E-02  1.582703E-01  5.523590E-04  5.523590E-04
 445000     4.74331    1.066E-05  0.0056  1.001561926108903  0.02731  0.27659  0.000371 3.028E+02 1.460E+01 4.870E-01 1.583E-01  3.590322E-02  1.582606E-01  5.513556E-04  5.513556E-04
 450000     4.79660    1.066E-05  0.0056  1.001561922230826  0.02740  0.27604  0.000369 3.025E+02 1.457E+01 4.862E-01 1.583E-01  3.630661E-02  1.582510E-01  5.504052E-04  5.504052E-04
 455000     4.84990    1.066E-05  0.0056  1.001561926469879  0.02746  0.27557  0.000366 3.023E+02 1.454E+01 4.854E-01 1.582E-01  3.670976E-02  1.582414E-01  5.495389E-04  5.495389E-04
 460000     4.90319    1.066E-05  0.0056  1.001561924722594  0.02748  0.27512  0.000364 3.020E+02 1.451E+01 4.846E-01 1.582E-01  3.711260E-02  1.582317E-01  5.487559E-04  5.487559E-04
 465000     4.95648    1.066E-05  0.0056  1.001561924810288  0.02747  0.27481  0.000362 3.018E+02 1.448E+01 4.839E-01 1.582E-01  3.751513E-02  1.582221E-01  5.480669E-04  5.480669E-04
 470000     5.00978    1.066E-05  0.0056  1.001561927292002  0.02741  0.27441  0.000360 3.016E+02 1.445E+01 4.831E-01 1.582E-01  3.791743E-02  1.582125E-01  5.474680E-04  5.474680E-04
 475000     5.06307    1.066E-05  0.0056  1.001561926706041  0.02732  0.27425  0.000358 3.014E+02 1.443E+01 4.823E-01 1.582E-01  3.831950E-02  1.582029E-01  5.469616E-04  5.469616E-04
 480000     5.11637    1.066E-05  0.0056  1.001561929597345  0.02720  0.27383  0.000356 3.012E+02 1.440E+01 4.815E-01 1.582E-01  3.872128E-02  1.581933E-01  5.465515E-04  5.465515E-04
 485000     5.16966    1.066E-05  0.0056  1.001561929608584  0.02705  0.27366  0.000354 3.010E+02 1.437E+01 4.808E-01 1.582E-01  3.912276E-02  1.581837E-01  5.462138E-04  5.462138E-04
 490000     5.22296    1.066E-05  0.0055  1.001561931444464  0.02686  0.27340  0.000353 3.008E+02 1.435E+01 4.800E-01 1.582E-01  3.952401E-02  1.581741E-01  5.459542E-04  5.459542E-04
 495000     5.27625    1.066E-05  0.0055  1.001561932539010  0.02665  0.27341  0.000351 3.006E+02 1.432E+01 4.793E-01 1.582E-01  3.992504E-02  1.581645E-01  5.457671E-04  5.457671E-04
 500000     5.32955    1.066E-05  0.0055  1.001561933558359  0.02641  0.27321  0.000349 3.004E+02 1.430E+01 4.785E-01 1.582E-01  4.032578E-02  1.581549E-01  5.456337E-04  5.456337E-04
 505000     5.38284    1.066E-05  0.0055  1.001561935041402  0.02615  0.27317  0.000348 3.002E+02 1.428E+01 4.778E-01 1.581E-01  4.072620E-02  1.581453E-01  5.455439E-04  5.455439E-04
 510000     5.43614    1.066E-05  0.0055  1.001561937984780  0.02587  0.27296  0.000346 3.001E+02 1.426E+01 4.770E-01 1.581E-01  4.112641E-02  1.581358E-01  5.454939E-04  5.454939E-04
